"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
6.555770417E0,-1.986743927E1,-7.345908165E0,-3.295827484E1,3.917812388E1
6.565779417E0,-1.997978210E1,-7.007596970E0,-3.296402740E1,3.917812159E1
6.575788417E0,-2.007585716E1,-6.665405273E0,-3.297661972E1,3.917812038E1
6.585796417E0,-2.016602707E1,-6.320101738E0,-3.298958588E1,3.917812030E1
6.595805417E0,-2.026198959E1,-5.976053715E0,-3.299490738E1,3.917812340E1
6.605815417E0,-2.034049034E1,-5.626072407E0,-3.300813293E1,3.917811989E1
6.615823417E0,-2.041308403E1,-5.274573326E0,-3.302135849E1,3.917812195E1
6.625831417E0,-2.049203873E1,-4.925005913E0,-3.302643967E1,3.917811955E1
6.635818417E0,-2.055377197E1,-4.570577145E0,-3.303902817E1,3.917812017E1
6.645826417E0,-2.060744095E1,-4.214093685E0,-3.305298996E1,3.917812340E1
6.655836417E0,-2.066956711E1,-3.860552311E0,-3.305738068E1,3.917812254E1
6.665868417E0,-2.070412064E1,-3.500473738E0,-3.307584000E1,3.917812041E1
6.675876417E0,-2.072962379E1,-3.138729572E0,-3.309616852E1,3.917812268E1
6.685866417E0,-2.077197075E1,-2.781364679E0,-3.310157776E1,3.917812155E1
6.695894417E0,-2.079010391E1,-2.419470310E0,-3.311861801E1,3.917812038E1
6.705902417E0,-2.080112457E1,-2.055533886E0,-3.313628006E1,3.917811965E1
6.715887417E0,-2.082517433E1,-1.694981098E0,-3.314158249E1,3.917812319E1
6.725906417E0,-2.082898712E1,-1.330820441E0,-3.315580368E1,3.917812024E1
6.735914417E0,-2.082966805E1,-9.668675065E-1,-3.316798401E1,3.917811975E1
6.745938417E0,-2.083607483E1,-6.048967838E-1,-3.317253876E1,3.917812198E1
6.755935417E0,-2.082585335E1,-2.404290438E-1,-3.318360138E1,3.917812367E1
6.765943417E0,-2.081008148E1,1.247695088E-1,-3.319412613E1,3.917811976E1
6.775964417E0,-2.080025482E1,4.864390492E-1,-3.319695663E1,3.917812085E1
6.785965417E0,-2.077452850E1,8.510572910E-1,-3.320572281E1,3.917812349E1
6.795973417E0,-2.074316216E1,1.215405107E0,-3.321399307E1,3.917812300E1
6.805992417E0,-2.071701241E1,1.576464772E0,-3.321513748E1,3.917812147E1
6.815994417E0,-2.066719437E1,1.941400290E0,-3.322684097E1,3.917811786E1
6.826002417E0,-2.060415459E1,2.307543993E0,-3.324258041E1,3.917812014E1
6.836018417E0,-2.055741310E1,2.667541981E0,-3.324457932E1,3.917811975E1
6.846023417E0,-2.048630333E1,3.029790163E0,-3.325743484E1,3.917812176E1
6.856031417E0,-2.040937042E1,3.391707897E0,-3.326979446E1,3.917812281E1
6.866045417E0,-2.034358597E1,3.750332594E0,-3.327159119E1,3.917812227E1
6.876045417E0,-2.025644684E1,4.110834122E0,-3.328216553E1,3.917812065E1
6.886053417E0,-2.016175079E1,4.470069408E0,-3.329335403E1,3.917812066E1
6.896071417E0,-2.007650757E1,4.825794697E0,-3.329520416E1,3.917811980E1
6.906051417E0,-1.997006607E1,5.183287144E0,-3.330548477E1,3.917812298E1
6.916059417E0,-1.985263062E1,5.539974213E0,-3.331827164E1,3.917812504E1
6.926093417E0,-1.974679184E1,5.893741131E0,-3.332046127E1,3.917812032E1
6.936099417E0,-1.962008667E1,6.248368263E0,-3.333069611E1,3.917812157E1
6.946107417E0,-1.947803688E1,6.602256298E0,-3.334578323E1,3.917811849E1
6.956107417E0,-1.935098648E1,6.953348637E0,-3.334839630E1,3.917812235E1
6.966134417E0,-1.919681931E1,7.304816246E0,-3.336236191E1,3.917812405E1
6.976142417E0,-1.903975105E1,7.656411648E0,-3.337352753E1,3.917812016E1
6.986129417E0,-1.889132690E1,8.004734039E0,-3.337614441E1,3.917811908E1
6.996139417E0,-1.871934700E1,8.353211403E0,-3.338764572E1,3.917811863E1
7.006147417E0,-1.853862381E1,8.700933456E0,-3.339967346E1,3.917811893E1
7.016157417E0,-1.837031555E1,9.045680046E0,-3.340108490E1,3.917812264E1
7.026169417E0,-1.818562698E1,9.390722275E0,-3.340692139E1,3.917812004E1
7.036177417E0,-1.799689865E1,9.732047081E0,-3.341143799E1,3.917812259E1
7.046187417E0,-1.781176376E1,1.006923389E1,-3.341072845E1,3.917812113E1
7.056198417E0,-1.761425209E1,1.040497017E1,-3.341257095E1,3.917812117E1
7.066206417E0,-1.740701294E1,1.074003506E1,-3.341515732E1,3.917812133E1
7.076215417E0,-1.720390701E1,1.107039928E1,-3.341252899E1,3.917812209E1
7.086227417E0,-1.699333572E1,1.139748478E1,-3.341031265E1,3.917812030E1
7.096235417E0,-1.677582169E1,1.172196579E1,-3.340797043E1,3.917812098E1
7.106249417E0,-1.655258942E1,1.204281902E1,-3.340520096E1,3.917812090E1
7.116256417E0,-1.632433891E1,1.235984898E1,-3.340172195E1,3.917811809E1
7.126264417E0,-1.607870674E1,1.267583370E1,-3.340245056E1,3.917812239E1
7.136266417E0,-1.583869171E1,1.298456001E1,-3.339853668E1,3.917812153E1
7.146286417E0,-1.559393120E1,1.328834438E1,-3.339422607E1,3.917812045E1
7.156294417E0,-1.534432507E1,1.358757305E1,-3.338943863E1,3.917811972E1
7.166292417E0,-1.508860302E1,1.388278389E1,-3.338454056E1,3.917812116E1
7.176314417E0,-1.482756233E1,1.417371750E1,-3.337924957E1,3.917812112E1
7.186322417E0,-1.454956150E1,1.446260071E1,-3.337766647E1,3.917812117E1
7.196325417E0,-1.427821827E1,1.474289703E1,-3.337221527E1,3.917812249E1
7.206343417E0,-1.400142670E1,1.501831055E1,-3.336668396E1,3.917812144E1
7.216351417E0,-1.370690346E1,1.529142570E1,-3.336492538E1,3.917812079E1
7.226340417E0,-1.342126274E1,1.555519104E1,-3.335911942E1,3.917812030E1
7.236301667E0,-1.312069798E1,1.581693554E1,-3.335561371E1,3.917812057E1
7.246309667E0,-1.281318188E1,1.607325172E1,-3.335263443E1,3.917812239E1
7.256330667E0,-1.251493168E1,1.631986809E1,-3.334611511E1,3.917811892E1
7.266331667E0,-1.220416260E1,1.656324387E1,-3.334130478E1,3.917812191E1
7.276339667E0,-1.188942242E1,1.680145264E1,-3.333583832E1,3.917812263E1
7.286356667E0,-1.158177948E1,1.703065872E1,-3.332782745E1,3.917811934E1
7.296356667E0,-1.126207161E1,1.725691032E1,-3.332101440E1,3.917812160E1
7.306364667E0,-1.093779755E1,1.747808266E1,-3.331375885E1,3.917812294E1
7.316371667E0,-1.062047863E1,1.768986511E1,-3.330464554E1,3.917812283E1
7.326402667E0,-1.028233433E1,1.790029144E1,-3.329832458E1,3.917812212E1
7.336410667E0,-9.947848320E0,1.810389137E1,-3.328985977E1,3.917812314E1
7.346412667E0,-9.619833946E0,1.829865074E1,-3.327977371E1,3.917812097E1
7.356429667E0,-9.276860237E0,1.848982811E1,-3.327147675E1,3.917811946E1
7.366437667E0,-8.932296753E0,1.867465401E1,-3.326254272E1,3.917812369E1
7.376453667E0,-8.596442223E0,1.884906960E1,-3.325265503E1,3.917812285E1
7.386447667E0,-8.242366791E0,1.902226067E1,-3.324367905E1,3.917812154E1
7.396455667E0,-7.873404980E0,1.919106483E1,-3.323609161E1,3.917812223E1
7.406480667E0,-7.528399944E0,1.934566307E1,-3.322639847E1,3.917811941E1
7.416477667E0,-7.134909153E0,1.950597954E1,-3.321949768E1,3.917812135E1
7.426485667E0,-6.758409023E0,1.965439606E1,-3.321074677E1,3.917811988E1
7.436506667E0,-6.402811050E0,1.979037666E1,-3.320045090E1,3.917811810E1
7.446505667E0,-6.019773960E0,1.992600441E1,-3.319099045E1,3.917812115E1
7.456513667E0,-5.640876770E0,2.005360222E1,-3.318069839E1,3.917812143E1
7.466533667E0,-5.277313709E0,2.016837502E1,-3.317094803E1,3.917812124E1
7.476533667E0,-4.894401073E0,2.028024483E1,-3.316144943E1,3.917812171E1
7.486541667E0,-4.501768589E0,2.038707733E1,-3.315156555E1,3.917812069E1
7.496559667E0,-4.130851269E0,2.047938347E1,-3.314296341E1,3.917812021E1
7.506550667E0,-3.732149839E0,2.057002831E1,-3.313412476E1,3.917812183E1
7.516558667E0,-3.337684870E0,2.065185547E1,-3.312530518E1,3.917812039E1
7.526587667E0,-2.959634304E0,2.072156334E1,-3.311771011E1,3.917812330E1
7.536594667E0,-2.565281391E0,2.078706360E1,-3.310955048E1,3.917811908E1
7.546602667E0,-2.173406363E0,2.084368515E1,-3.310200119E1,3.917812385E1
7.556612667E0,-1.791767120E0,2.089059067E1,-3.309528732E1,3.917812209E1
7.566592667E0,-1.401890635E0,2.093244553E1,-3.308765411E1,3.917812435E1
7.576600667E0,-1.010876775E0,2.096699333E1,-3.308003235E1,3.917812172E1
7.586639667E0,-6.290733814E-1,2.099159050E1,-3.307389450E1,3.917812020E1
7.596622667E0,-2.355905771E-1,2.101196480E1,-3.306610107E1,3.917812155E1
7.606630667E0,1.588641405E-1,2.102568626E1,-3.305783463E1,3.917812082E1
7.616666667E0,5.420088768E-1,2.103008080E1,-3.305097961E1,3.917812305E1
7.626673667E0,9.415736198E-1,2.103143311E1,-3.304114914E1,3.917812241E1
7.636681667E0,1.336674929E0,2.102469063E1,-3.303181458E1,3.917812004E1
7.646692667E0,1.720030904E0,2.100925064E1,-3.302390289E1,3.917812248E1
7.656681667E0,2.118853569E0,2.098952293E1,-3.301326370E1,3.917812137E1
7.666689667E0,2.118853569E0,2.098952293E1,-3.301326370E1,3.917812137E1
7.676718667E0,2.943632364E0,2.094183731E1,-3.298029327E1,3.917812229E1
7.686709667E0,3.342794180E0,2.090320778E1,-3.296675110E1,3.917811948E1
7.696717667E0,3.342794180E0,2.090320778E1,-3.296675110E1,3.917811948E1
7.706745667E0,4.126373291E0,2.080289650E1,-3.294142914E1,3.917812161E1
7.716739667E0,4.523030281E0,2.074556541E1,-3.292550278E1,3.917811915E1
7.726747667E0,4.913384438E0,2.067910957E1,-3.291137314E1,3.917812401E1
7.736771667E0,5.292541504E0,2.060451889E1,-3.289936066E1,3.917812050E1
7.746768667E0,5.696793556E0,2.052807426E1,-3.287962723E1,3.917812115E1
7.756776667E0,5.696793556E0,2.052807426E1,-3.287962723E1,3.917812115E1
7.766798667E0,6.462981701E0,2.034592247E1,-3.285115433E1,3.917811933E1
7.776784667E0,6.853774548E0,2.024695587E1,-3.283308792E1,3.917812030E1
7.786792667E0,7.241128445E0,2.013978767E1,-3.281585312E1,3.917812150E1
7.796825667E0,7.611441612E0,2.002130318E1,-3.280455017E1,3.917812063E1
7.806826667E0,8.004598618E0,1.989875603E1,-3.278553391E1,3.917812303E1
7.816834667E0,8.004598618E0,1.989875603E1,-3.278553391E1,3.917812303E1
7.826851667E0,8.751407623E0,1.962752914E1,-3.275817871E1,3.917812283E1
7.836856667E0,9.129295349E0,1.948288918E1,-3.274138260E1,3.917812066E1
7.846864667E0,9.505632401E0,1.933127594E1,-3.272414780E1,3.917812050E1
7.856877667E0,9.864048958E0,1.916977501E1,-3.271307755E1,3.917812117E1
7.866886667E0,1.025020123E1,1.900558662E1,-3.269015503E1,3.917812124E1
7.876894667E0,1.025020123E1,1.900558662E1,-3.269015503E1,3.917812124E1
7.886904667E0,1.097038651E1,1.864788628E1,-3.266239548E1,3.917812044E1
7.896885667E0,1.132927322E1,1.845902824E1,-3.264715958E1,3.917812124E1
7.906893667E0,1.132927322E1,1.845902824E1,-3.264715958E1,3.917812124E1
7.916931667E0,1.202717972E1,1.805968857E1,-3.262084961E1,3.917812186E1
7.926913667E0,1.239682674E1,1.785439873E1,-3.259546661E1,3.917812286E1
7.936921667E0,1.239682674E1,1.785439873E1,-3.259546661E1,3.917812286E1
7.946956667E0,1.307865810E1,1.741460037E1,-3.256694031E1,3.917812151E1
7.956943667E0,1.342418861E1,1.718747711E1,-3.254700089E1,3.917812497E1
7.966951667E0,1.342418861E1,1.718747711E1,-3.254700089E1,3.917812497E1
7.976984667E0,1.408125019E1,1.670878601E1,-3.251860809E1,3.917811901E1
7.986972667E0,1.440835285E1,1.646045876E1,-3.250196838E1,3.917812251E1
7.996980667E0,1.440835285E1,1.646045876E1,-3.250196838E1,3.917812251E1
8.007010667E0,1.503643990E1,1.594136333E1,-3.247620010E1,3.917812097E1
8.017002667E0,1.534882641E1,1.567163086E1,-3.246134567E1,3.917812462E1
8.027010667E0,1.534882641E1,1.567163086E1,-3.246134567E1,3.917812462E1
8.037037667E0,1.594756603E1,1.511114693E1,-3.243845367E1,3.917811762E1
8.047028667E0,1.624979019E1,1.482066822E1,-3.242248154E1,3.917812140E1
8.057036667E0,1.624979019E1,1.482066822E1,-3.242248154E1,3.917812140E1
8.067063667E0,1.682755089E1,1.422178459E1,-3.239598083E1,3.917812145E1
8.077073667E0,1.712473869E1,1.391375542E1,-3.237399673E1,3.917811800E1
8.087081667E0,1.712473869E1,1.391375542E1,-3.237399673E1,3.917811800E1
8.097090667E0,1.768665695E1,1.327678680E1,-3.233936310E1,3.917812282E1
8.107099667E0,1.795889854E1,1.294974804E1,-3.232192993E1,3.917812101E1
8.117107667E0,1.795889854E1,1.294974804E1,-3.232192993E1,3.917812101E1
8.127117667E0,1.848114014E1,1.227830696E1,-3.228956223E1,3.917812133E1
8.137108667E0,1.873497772E1,1.193568802E1,-3.227173996E1,3.917812194E1
8.147116667E0,1.873497772E1,1.193568802E1,-3.227173996E1,3.917812194E1
8.157143667E0,1.921379089E1,1.123510075E1,-3.224171448E1,3.917812402E1
8.167142667E0,1.945260429E1,1.088133240E1,-3.221983719E1,3.917812039E1
8.177150667E0,1.945260429E1,1.088133240E1,-3.221983719E1,3.917812039E1
8.187169667E0,1.989070320E1,1.015830421E1,-3.218840790E1,3.917811661E1
8.197167667E0,2.010822105E1,9.793915749E0,-3.216619110E1,3.917812131E1
8.207175667E0,2.010822105E1,9.793915749E0,-3.216619110E1,3.917812131E1
8.217196667E0,2.050086403E1,9.052685738E0,-3.213547134E1,3.917811970E1
8.227188667E0,2.069618607E1,8.679793358E0,-3.211314774E1,3.917812129E1
8.237196667E0,2.069618607E1,8.679793358E0,-3.211314774E1,3.917812129E1
8.247206667E0,2.104942513E1,7.921469688E0,-3.207954788E1,3.917812365E1
8.257208667E0,2.120686531E1,7.534453392E0,-3.206908035E1,3.917811939E1
8.267216667E0,2.120686531E1,7.534453392E0,-3.206908035E1,3.917811939E1
8.277249667E0,2.149924278E1,6.752223969E0,-3.204863739E1,3.917812052E1
8.287247667E0,2.163177872E1,6.356086731E0,-3.204046631E1,3.917812107E1
8.297255667E0,2.163177872E1,6.356086731E0,-3.204046631E1,3.917812107E1
8.307275667E0,2.188213539E1,5.561041832E0,-3.201831055E1,3.917812203E1
8.317274667E0,2.198928833E1,5.156778336E0,-3.201255798E1,3.917811931E1
8.327282667E0,2.198928833E1,5.156778336E0,-3.201255798E1,3.917811931E1
8.337303667E0,2.217682648E1,4.340520859E0,-3.200427246E1,3.917812157E1
8.347301667E0,2.226940536E1,3.933690548E0,-3.199257469E1,3.917812109E1
8.357309667E0,2.226940536E1,3.933690548E0,-3.199257469E1,3.917812109E1
8.367328667E0,2.242145729E1,3.109917879E0,-3.197705269E1,3.917812189E1
8.377318667E0,2.249486351E1,2.698341370E0,-3.196287346E1,3.917812158E1
8.387326667E0,2.249486351E1,2.698341370E0,-3.196287346E1,3.917812158E1
8.397355667E0,2.260137939E1,1.864436150E0,-3.194724655E1,3.917811934E1
8.407347667E0,2.265027809E1,1.447426319E0,-3.193422699E1,3.917811882E1
8.417355667E0,2.265027809E1,1.447426319E0,-3.193422699E1,3.917811882E1
8.427381667E0,2.271340942E1,6.080996394E-1,-3.191639709E1,3.917812089E1
8.437374667E0,2.274053955E1,1.892911196E-1,-3.190230560E1,3.917811982E1
8.447382667E0,2.274053955E1,1.892911196E-1,-3.190230560E1,3.917811982E1
8.457402667E0,2.275585938E1,-6.515954733E-1,-3.188528824E1,3.917812296E1
8.467406667E0,2.275685120E1,-1.070000529E0,-3.187327957E1,3.917812053E1
8.477414667E0,2.275685120E1,-1.070000529E0,-3.187327957E1,3.917812053E1
8.487435667E0,2.272333717E1,-1.909193873E0,-3.185796547E1,3.917811937E1
8.497433667E0,2.270636368E1,-2.324043512E0,-3.184250641E1,3.917812328E1
8.507441667E0,2.270636368E1,-2.324043512E0,-3.184250641E1,3.917812328E1
8.517461667E0,2.262552071E1,-3.160305977E0,-3.182802963E1,3.917812134E1
8.527465667E0,2.258957672E1,-3.570838213E0,-3.181014633E1,3.917812236E1
8.537473667E0,2.258957672E1,-3.570838213E0,-3.181014633E1,3.917812236E1
8.547487667E0,2.245931053E1,-4.406140804E0,-3.179764938E1,3.917812161E1
8.557476667E0,2.238603210E1,-4.821739674E0,-3.178901482E1,3.917811978E1
8.567484667E0,2.238603210E1,-4.821739674E0,-3.178901482E1,3.917811978E1
8.577514667E0,2.219916344E1,-5.654910564E0,-3.178277016E1,3.917812336E1
8.587503667E0,2.209953308E1,-6.065568447E0,-3.177647972E1,3.917812076E1
8.597511667E0,2.209953308E1,-6.065568447E0,-3.177647972E1,3.917812076E1
8.607536667E0,2.187377739E1,-6.882887363E0,-3.176616287E1,3.917812373E1
8.617531667E0,2.180529976E1,-7.265355110E0,-3.172804260E1,3.917812106E1
8.627539667E0,2.180529976E1,-7.265355110E0,-3.172804260E1,3.917812106E1
8.637567667E0,2.151753616E1,-8.082492828E0,-3.172686958E1,3.917812280E1
8.647556667E0,2.136440659E1,-8.486313820E0,-3.172490883E1,3.917812184E1
8.657564667E0,2.136440659E1,-8.486313820E0,-3.172490883E1,3.917812184E1
8.667594667E0,2.103797531E1,-9.282982826E0,-3.171994781E1,3.917812227E1
8.677585667E0,2.087887955E1,-9.672836304E0,-3.170857239E1,3.917811808E1
8.687593667E0,2.087887955E1,-9.672836304E0,-3.170857239E1,3.917811808E1
8.697620667E0,2.050570869E1,-1.045284843E1,-3.170455933E1,3.917812159E1
8.707615667E0,2.030617714E1,-1.083908653E1,-3.170329285E1,3.917812405E1
8.717623667E0,2.030617714E1,-1.083908653E1,-3.170329285E1,3.917812405E1
8.727646667E0,1.988202286E1,-1.160023022E1,-3.170276260E1,3.917812311E1
8.737635667E0,1.966811180E1,-1.197117329E1,-3.169828987E1,3.917812135E1
8.747643667E0,1.966811180E1,-1.197117329E1,-3.169828987E1,3.917812135E1
8.757674667E0,1.919409752E1,-1.270854473E1,-3.170180893E1,3.917812117E1
8.767668667E0,1.894609261E1,-1.307007694E1,-3.170400429E1,3.917812175E1
8.777676667E0,1.894609261E1,-1.307007694E1,-3.170400429E1,3.917812175E1
8.787700667E0,1.842652130E1,-1.377878380E1,-3.171014786E1,3.917811950E1
8.797690667E0,1.816970062E1,-1.412121964E1,-3.170769882E1,3.917811927E1
8.807698667E0,1.816970062E1,-1.412121964E1,-3.170769882E1,3.917811927E1
8.817726667E0,1.760528755E1,-1.479883385E1,-3.171708679E1,3.917812180E1
8.827707667E0,1.733347511E1,-1.512402439E1,-3.171339798E1,3.917811997E1
8.837715667E0,1.733347511E1,-1.512402439E1,-3.171339798E1,3.917811997E1
8.847753667E0,1.675353813E1,-1.576015568E1,-3.171532249E1,3.917812180E1
8.857741667E0,1.646629333E1,-1.606666946E1,-3.171195984E1,3.917811992E1
8.867749667E0,1.616520691E1,-1.636853790E1,-3.171249390E1,3.917812166E1
8.877780667E0,1.584124374E1,-1.666985703E1,-3.171901703E1,3.917812116E1
8.887760667E0,1.554408169E1,-1.695398712E1,-3.171544075E1,3.917812319E1
8.897768667E0,1.554408169E1,-1.695398712E1,-3.171544075E1,3.917812319E1
8.907806667E0,1.488460636E1,-1.752024651E1,-3.172403908E1,3.917812144E1
8.917790667E0,1.457401848E1,-1.778553200E1,-3.172062302E1,3.917812001E1
8.927798667E0,1.457401848E1,-1.778553200E1,-3.172062302E1,3.917812001E1
8.937808667E0,1.387826538E1,-1.831790352E1,-3.172969246E1,3.917812174E1
8.947817667E0,1.354628849E1,-1.856695747E1,-3.172839928E1,3.917812097E1
8.957825667E0,1.354628849E1,-1.856695747E1,-3.172839928E1,3.917812097E1
8.967859667E0,1.281442070E1,-1.906399918E1,-3.173767090E1,3.917812140E1
8.977848667E0,1.281442070E1,-1.906399918E1,-3.173767090E1,3.917812140E1
8.987856667E0,1.208993626E1,-1.952656937E1,-3.174069214E1,3.917811899E1
8.997886667E0,1.171458435E1,-1.974956322E1,-3.174347878E1,3.917812117E1
9.007874667E0,1.171458435E1,-1.974956322E1,-3.174347878E1,3.917812117E1
9.017882667E0,1.094701672E1,-2.017525673E1,-3.174975586E1,3.917812089E1
9.027912667E0,1.055171013E1,-2.037927818E1,-3.175329018E1,3.917811893E1
9.037895667E0,1.055171013E1,-2.037927818E1,-3.175329018E1,3.917811893E1
9.047903667E0,9.750194550E0,-2.076197052E1,-3.176160431E1,3.917812173E1
9.057938667E0,9.343232155E0,-2.094119644E1,-3.176626396E1,3.917812172E1
9.067945667E0,9.343232155E0,-2.094119644E1,-3.176626396E1,3.917812172E1
9.077953667E0,8.511122704E0,-2.127571297E1,-3.177782440E1,3.917812267E1
9.087964667E0,8.091050148E0,-2.142831993E1,-3.178501511E1,3.917812110E1
9.097948667E0,8.091050148E0,-2.142831993E1,-3.178501511E1,3.917812110E1
9.107956667E0,7.232474327E0,-2.171162605E1,-3.179971313E1,3.917812076E1
9.117984667E0,6.796018600E0,-2.183851242E1,-3.180909920E1,3.917812253E1
9.127979667E0,6.796018600E0,-2.183851242E1,-3.180909920E1,3.917812253E1
9.137987667E0,5.926071644E0,-2.205794334E1,-3.183165169E1,3.917812194E1
9.148018667E0,5.504388332E0,-2.214596558E1,-3.184624100E1,3.917812078E1
9.158022667E0,5.504388332E0,-2.214596558E1,-3.184624100E1,3.917812078E1
9.168030667E0,4.677126884E0,-2.228050232E1,-3.188461685E1,3.917812006E1
9.178044667E0,4.220232487E0,-2.235270691E1,-3.189782715E1,3.917812202E1
9.188050667E0,3.763499022E0,-2.241523170E1,-3.191110802E1,3.917812339E1
9.198058667E0,3.763499022E0,-2.241523170E1,-3.191110802E1,3.917812339E1
9.208052667E0,2.851743698E0,-2.250945091E1,-3.193927574E1,3.917812090E1
9.218076667E0,2.405023336E0,-2.253831863E1,-3.195567894E1,3.917812350E1
9.228084667E0,2.405023336E0,-2.253831863E1,-3.195567894E1,3.917812350E1
9.238098667E0,1.490630865E0,-2.257593155E1,-3.198484993E1,3.917812260E1
9.248081667E0,1.045818090E0,-2.257501602E1,-3.200312424E1,3.917811946E1
9.258089667E0,1.045818090E0,-2.257501602E1,-3.200312424E1,3.917811946E1
9.268117667E0,1.304721832E-1,-2.255505180E1,-3.203401184E1,3.917812271E1
9.278112667E0,-3.275380731E-1,-2.253153419E1,-3.204914856E1,3.917812193E1
9.288120667E0,-3.275380731E-1,-2.253153419E1,-3.204914856E1,3.917812193E1
9.298151667E0,-1.232831597E0,-2.245402145E1,-3.208149719E1,3.917812419E1
9.308139667E0,-1.689813614E0,-2.240400314E1,-3.209564590E1,3.917812289E1
9.318147667E0,-1.689813614E0,-2.240400314E1,-3.209564590E1,3.917812289E1
9.328177667E0,-2.602586746E0,-2.227799988E1,-3.212230682E1,3.917812313E1
9.338169667E0,-2.602586746E0,-2.227799988E1,-3.212230682E1,3.917812313E1
9.348177667E0,-2.602586746E0,-2.227799988E1,-3.212230682E1,3.917812313E1
9.358204667E0,-3.942303181E0,-2.201727486E1,-3.216555786E1,3.917812220E1
9.368197667E0,-4.351449490E0,-2.190176964E1,-3.219165421E1,3.917812178E1
9.378205667E0,-4.351449490E0,-2.190176964E1,-3.219165421E1,3.917812178E1
9.388230667E0,-5.223613262E0,-2.166713142E1,-3.222071457E1,3.917812102E1
9.398211667E0,-5.622673988E0,-2.152664757E1,-3.224769974E1,3.917812089E1
9.408219667E0,-5.622673988E0,-2.152664757E1,-3.224769974E1,3.917812089E1
9.418257667E0,-6.497869015E0,-2.124705505E1,-3.226865005E1,3.917812434E1
9.428237667E0,-6.884217262E0,-2.107845688E1,-3.229909134E1,3.917812008E1
9.438245667E0,-6.884217262E0,-2.107845688E1,-3.229909134E1,3.917812008E1
9.448284667E0,-7.722729206E0,-2.074180412E1,-3.232742310E1,3.917812232E1
9.458277667E0,-8.110459328E0,-2.055153084E1,-3.235398483E1,3.917812278E1
9.468285667E0,-8.110459328E0,-2.055153084E1,-3.235398483E1,3.917812278E1
9.478310667E0,-8.927068710E0,-2.016371536E1,-3.238297653E1,3.917812071E1
9.488304667E0,-8.927068710E0,-2.016371536E1,-3.238297653E1,3.917812071E1
9.498312667E0,-8.927068710E0,-2.016371536E1,-3.238297653E1,3.917812071E1
9.508336667E0,-1.010677719E1,-1.951396370E1,-3.243429565E1,3.917812220E1
9.518330667E0,-1.010677719E1,-1.951396370E1,-3.243429565E1,3.917812220E1
9.528338667E0,-1.086412144E1,-1.903474045E1,-3.247421646E1,3.917812162E1
9.538362667E0,-1.123801804E1,-1.878345108E1,-3.249329376E1,3.917812174E1
9.548372667E0,-1.123801804E1,-1.878345108E1,-3.249329376E1,3.917812174E1
9.558380667E0,-1.197104168E1,-1.825540352E1,-3.253243637E1,3.917811906E1
9.568390667E0,-1.232495594E1,-1.797835541E1,-3.255456161E1,3.917812252E1
9.578399667E0,-1.232495594E1,-1.797835541E1,-3.255456161E1,3.917812252E1
9.588407667E0,-1.301285172E1,-1.740322113E1,-3.259936523E1,3.917811927E1
9.598416667E0,-1.333680534E1,-1.710223198E1,-3.262772751E1,3.917812295E1
9.608424667E0,-1.333680534E1,-1.710223198E1,-3.262772751E1,3.917812295E1
9.618432667E0,-1.393843365E1,-1.646978951E1,-3.270154953E1,3.917812196E1
9.628442667E0,-1.424639606E1,-1.615352440E1,-3.272657776E1,3.917811944E1
9.638451667E0,-1.424639606E1,-1.615352440E1,-3.272657776E1,3.917811944E1
9.648459667E0,-1.479792786E1,-1.548607731E1,-3.280438995E1,3.917812220E1
9.658469667E0,-1.508869076E1,-1.515231133E1,-3.282779312E1,3.917812053E1
9.668478667E0,-1.508869076E1,-1.515231133E1,-3.282779312E1,3.917812053E1
9.678486667E0,-1.564634037E1,-1.446834946E1,-3.287528229E1,3.917812257E1
9.688496667E0,-1.592039204E1,-1.412030411E1,-3.289503479E1,3.917812125E1
9.698505667E0,-1.592039204E1,-1.412030411E1,-3.289503479E1,3.917812125E1
9.708513667E0,-1.644537544E1,-1.340631008E1,-3.293547821E1,3.917812206E1
9.718523667E0,-1.669624519E1,-1.304237747E1,-3.295537567E1,3.917811888E1
9.728531667E0,-1.669624519E1,-1.304237747E1,-3.295537567E1,3.917811888E1
9.738539667E0,-1.717859077E1,-1.230140305E1,-3.299237442E1,3.917812231E1
9.748549667E0,-1.741014099E1,-1.192342949E1,-3.300975418E1,3.917811955E1
9.758557667E0,-1.741014099E1,-1.192342949E1,-3.300975418E1,3.917811955E1
9.768565667E0,-1.784882545E1,-1.115336132E1,-3.304462433E1,3.917812190E1
9.778574667E0,-1.805545235E1,-1.076124096E1,-3.306238937E1,3.917812218E1
9.788584667E0,-1.805545235E1,-1.076124096E1,-3.306238937E1,3.917812218E1
9.798592667E0,-1.844801903E1,-9.964055061E0,-3.309551620E1,3.917811879E1
9.808602667E0,-1.862867165E1,-9.557207108E0,-3.311431122E1,3.917812173E1
9.818611667E0,-1.862867165E1,-9.557207108E0,-3.311431122E1,3.917812173E1
9.828619667E0,-1.896541786E1,-8.732320786E0,-3.315093994E1,3.917812298E1
9.838629667E0,-1.912248421E1,-8.312717438E0,-3.316857910E1,3.917812289E1
9.848637667E0,-1.912248421E1,-8.312717438E0,-3.316857910E1,3.917812289E1
9.858645667E0,-1.940303421E1,-7.462670326E0,-3.320776749E1,3.917811897E1
